"","circRNA","miRNAs"
"17350","hsa_circ_0088744","hsa-miR-661"
"17351","hsa_circ_0088744","hsa-miR-769-5p"
"17352","hsa_circ_0088744","hsa-miR-877"
"17353","hsa_circ_0000699","hsa-miR-1208"
"17354","hsa_circ_0000699","hsa-miR-1249"
"17355","hsa_circ_0000699","hsa-miR-1272"
"17356","hsa_circ_0000699","hsa-miR-1827"
"17357","hsa_circ_0000699","hsa-miR-324-5p"
"17358","hsa_circ_0000699","hsa-miR-326"
"17359","hsa_circ_0000699","hsa-miR-330-5p"
"17360","hsa_circ_0000699","hsa-miR-331-3p"
"17361","hsa_circ_0000699","hsa-miR-338-3p"
"17362","hsa_circ_0000699","hsa-miR-346"
"17363","hsa_circ_0000699","hsa-miR-370"
"17364","hsa_circ_0000699","hsa-miR-503"
"17365","hsa_circ_0000699","hsa-miR-558"
"17366","hsa_circ_0000699","hsa-miR-562"
"17367","hsa_circ_0000699","hsa-miR-564"
"17368","hsa_circ_0000699","hsa-miR-615-5p"
"17369","hsa_circ_0000699","hsa-miR-634"
"17370","hsa_circ_0000699","hsa-miR-647"
"17371","hsa_circ_0000699","hsa-miR-940"
"17372","hsa_circ_0005039","hsa-miR-1204"
"17373","hsa_circ_0005039","hsa-miR-1208"
"17374","hsa_circ_0005039","hsa-miR-1229"
"17375","hsa_circ_0005039","hsa-miR-1248"
"17376","hsa_circ_0005039","hsa-miR-1264"
"17377","hsa_circ_0005039","hsa-miR-1265"
"17378","hsa_circ_0005039","hsa-miR-1270"
"17379","hsa_circ_0005039","hsa-miR-330-3p"
"17380","hsa_circ_0005039","hsa-miR-377"
"17381","hsa_circ_0005039","hsa-miR-433"
"17382","hsa_circ_0005039","hsa-miR-488"
"17383","hsa_circ_0005039","hsa-miR-548m"
"17384","hsa_circ_0005039","hsa-miR-571"
"17385","hsa_circ_0005039","hsa-miR-593"
"17386","hsa_circ_0005039","hsa-miR-607"
"17387","hsa_circ_0005039","hsa-miR-616"
"17388","hsa_circ_0005039","hsa-miR-620"
"17389","hsa_circ_0005039","hsa-miR-622"
"17390","hsa_circ_0005039","hsa-miR-637"
"17391","hsa_circ_0005039","hsa-miR-661"
"17392","hsa_circ_0005039","hsa-miR-876-3p"
"17393","hsa_circ_0005039","hsa-miR-942"
"17394","hsa_circ_0002604","hsa-miR-1200"
"17395","hsa_circ_0002604","hsa-miR-1252"
"17396","hsa_circ_0002604","hsa-miR-197"
"17397","hsa_circ_0002604","hsa-miR-337-3p"
"17398","hsa_circ_0002604","hsa-miR-384"
"17399","hsa_circ_0002604","hsa-miR-577"
"17400","hsa_circ_0002604","hsa-miR-646"
"17401","hsa_circ_0002604","hsa-miR-671-5p"
"17402","hsa_circ_0002604","hsa-miR-885-5p"
"17403","hsa_circ_0004194","hsa-miR-1184"
"17404","hsa_circ_0004194","hsa-miR-1205"
"17405","hsa_circ_0004194","hsa-miR-1231"
"17406","hsa_circ_0004194","hsa-miR-1236"
"17407","hsa_circ_0004194","hsa-miR-1244"
"17408","hsa_circ_0004194","hsa-miR-1246"
"17409","hsa_circ_0004194","hsa-miR-1248"
"17410","hsa_circ_0004194","hsa-miR-1252"
"17411","hsa_circ_0004194","hsa-miR-1272"
"17412","hsa_circ_0004194","hsa-miR-1283"
"17413","hsa_circ_0004194","hsa-miR-1287"
"17414","hsa_circ_0004194","hsa-miR-1290"
"17415","hsa_circ_0004194","hsa-miR-1299"
"17416","hsa_circ_0004194","hsa-miR-1305"
"17417","hsa_circ_0004194","hsa-miR-1322"
"17418","hsa_circ_0004194","hsa-miR-1324"
"17419","hsa_circ_0004194","hsa-miR-153"
"17420","hsa_circ_0004194","hsa-miR-187"
"17421","hsa_circ_0004194","hsa-miR-188-3p"
"17422","hsa_circ_0004194","hsa-miR-197"
"17423","hsa_circ_0004194","hsa-miR-217"
"17424","hsa_circ_0004194","hsa-miR-223"
"17425","hsa_circ_0004194","hsa-miR-31"
"17426","hsa_circ_0004194","hsa-miR-338-5p"
"17427","hsa_circ_0004194","hsa-miR-450b-3p"
"17428","hsa_circ_0004194","hsa-miR-485-3p"
"17429","hsa_circ_0004194","hsa-miR-503"
"17430","hsa_circ_0004194","hsa-miR-521"
"17431","hsa_circ_0004194","hsa-miR-526b"
"17432","hsa_circ_0004194","hsa-miR-543"
"17433","hsa_circ_0004194","hsa-miR-548g"
"17434","hsa_circ_0004194","hsa-miR-556-3p"
"17435","hsa_circ_0004194","hsa-miR-556-5p"
"17436","hsa_circ_0004194","hsa-miR-578"
"17437","hsa_circ_0004194","hsa-miR-579"
"17438","hsa_circ_0004194","hsa-miR-605"
"17439","hsa_circ_0004194","hsa-miR-607"
"17440","hsa_circ_0004194","hsa-miR-615-5p"
"17441","hsa_circ_0004194","hsa-miR-616"
"17442","hsa_circ_0004194","hsa-miR-622"
"17443","hsa_circ_0004194","hsa-miR-630"
"17444","hsa_circ_0004194","hsa-miR-638"
"17445","hsa_circ_0004194","hsa-miR-644"
"17446","hsa_circ_0004194","hsa-miR-646"
"17447","hsa_circ_0004194","hsa-miR-653"
"17448","hsa_circ_0004194","hsa-miR-671-5p"
"17449","hsa_circ_0004194","hsa-miR-769-3p"
"17450","hsa_circ_0004194","hsa-miR-892a"
"17451","hsa_circ_0003481","hsa-miR-1227"
"17452","hsa_circ_0003481","hsa-miR-1238"
"17453","hsa_circ_0003481","hsa-miR-1282"
"17454","hsa_circ_0003481","hsa-miR-1287"
"17455","hsa_circ_0003481","hsa-miR-1292"
"17456","hsa_circ_0003481","hsa-miR-149"
"17457","hsa_circ_0003481","hsa-miR-223"
"17458","hsa_circ_0003481","hsa-miR-370"
"17459","hsa_circ_0003481","hsa-miR-543"
"17460","hsa_circ_0003481","hsa-miR-555"
"17461","hsa_circ_0003481","hsa-miR-572"
"17462","hsa_circ_0003481","hsa-miR-593"
"17463","hsa_circ_0003481","hsa-miR-609"
"17464","hsa_circ_0003481","hsa-miR-625"
"17465","hsa_circ_0003481","hsa-miR-637"
"17466","hsa_circ_0003481","hsa-miR-646"
"17467","hsa_circ_0003481","hsa-miR-665"
"17468","hsa_circ_0003481","hsa-miR-668"
"17469","hsa_circ_0003481","hsa-miR-767-3p"
"17470","hsa_circ_0003481","hsa-miR-942"
"17471","hsa_circ_0003889","hsa-miR-1208"
"17472","hsa_circ_0003889","hsa-miR-1253"
"17473","hsa_circ_0003889","hsa-miR-1270"
"17474","hsa_circ_0003889","hsa-miR-1299"
"17475","hsa_circ_0003889","hsa-miR-140-3p"
"17476","hsa_circ_0003889","hsa-miR-142-5p"
"17477","hsa_circ_0003889","hsa-miR-144"
"17478","hsa_circ_0003889","hsa-miR-147b"
"17479","hsa_circ_0003889","hsa-miR-526b"
"17480","hsa_circ_0003889","hsa-miR-558"
"17481","hsa_circ_0003889","hsa-miR-570"
"17482","hsa_circ_0003889","hsa-miR-576-5p"
"17483","hsa_circ_0003889","hsa-miR-580"
"17484","hsa_circ_0003889","hsa-miR-587"
"17485","hsa_circ_0003889","hsa-miR-591"
"17486","hsa_circ_0003889","hsa-miR-595"
"17487","hsa_circ_0003889","hsa-miR-620"
"17488","hsa_circ_0003889","hsa-miR-648"
"17489","hsa_circ_0003889","hsa-miR-769-5p"
"17490","hsa_circ_0003889","hsa-miR-889"
"17491","hsa_circ_0073371","hsa-miR-1229"
"17492","hsa_circ_0073371","hsa-miR-1304"
"17493","hsa_circ_0073371","hsa-miR-1305"
"17494","hsa_circ_0073371","hsa-miR-182"
"17495","hsa_circ_0073371","hsa-miR-1825"
"17496","hsa_circ_0073371","hsa-miR-382"
"17497","hsa_circ_0073371","hsa-miR-548c-3p"
"17498","hsa_circ_0073371","hsa-miR-549"
"17499","hsa_circ_0073371","hsa-miR-576-3p"
"17500","hsa_circ_0073371","hsa-miR-587"
"17501","hsa_circ_0073371","hsa-miR-600"
"17502","hsa_circ_0073371","hsa-miR-605"
"17503","hsa_circ_0017240","hsa-miR-1179"
"17504","hsa_circ_0017240","hsa-miR-1200"
"17505","hsa_circ_0017240","hsa-miR-1206"
"17506","hsa_circ_0017240","hsa-miR-1208"
"17507","hsa_circ_0017240","hsa-miR-1228"
"17508","hsa_circ_0017240","hsa-miR-1231"
"17509","hsa_circ_0017240","hsa-miR-1238"
"17510","hsa_circ_0017240","hsa-miR-1243"
"17511","hsa_circ_0017240","hsa-miR-1248"
"17512","hsa_circ_0017240","hsa-miR-1287"
"17513","hsa_circ_0017240","hsa-miR-1294"
"17514","hsa_circ_0017240","hsa-miR-1305"
"17515","hsa_circ_0017240","hsa-miR-136"
"17516","hsa_circ_0017240","hsa-miR-145"
"17517","hsa_circ_0017240","hsa-miR-326"
"17518","hsa_circ_0017240","hsa-miR-330-5p"
"17519","hsa_circ_0017240","hsa-miR-370"
"17520","hsa_circ_0017240","hsa-miR-375"
"17521","hsa_circ_0017240","hsa-miR-487a"
"17522","hsa_circ_0017240","hsa-miR-498"
"17523","hsa_circ_0017240","hsa-miR-502-5p"
"17524","hsa_circ_0017240","hsa-miR-515-5p"
"17525","hsa_circ_0017240","hsa-miR-526b"
"17526","hsa_circ_0017240","hsa-miR-532-3p"
"17527","hsa_circ_0017240","hsa-miR-545"
"17528","hsa_circ_0017240","hsa-miR-571"
"17529","hsa_circ_0017240","hsa-miR-578"
"17530","hsa_circ_0017240","hsa-miR-579"
"17531","hsa_circ_0017240","hsa-miR-582-3p"
"17532","hsa_circ_0017240","hsa-miR-610"
"17533","hsa_circ_0017240","hsa-miR-630"
"17534","hsa_circ_0017240","hsa-miR-633"
"17535","hsa_circ_0017240","hsa-miR-635"
"17536","hsa_circ_0017240","hsa-miR-640"
"17537","hsa_circ_0017240","hsa-miR-758"
"17538","hsa_circ_0017240","hsa-miR-766"
"17539","hsa_circ_0017240","hsa-miR-875-5p"
"17540","hsa_circ_0017240","hsa-miR-942"
"17541","hsa_circ_0004957","hsa-miR-1228"
"17542","hsa_circ_0004957","hsa-miR-1299"
"17543","hsa_circ_0004957","hsa-miR-324-5p"
"17544","hsa_circ_0004957","hsa-miR-361-3p"
"17545","hsa_circ_0004957","hsa-miR-498"
"17546","hsa_circ_0004957","hsa-miR-516b"
"17547","hsa_circ_0004957","hsa-miR-569"
"17548","hsa_circ_0004957","hsa-miR-604"
"17549","hsa_circ_0004957","hsa-miR-647"
"17550","hsa_circ_0004957","hsa-miR-767-5p"
"17551","hsa_circ_0004957","hsa-miR-891a"
"17552","hsa_circ_0007675","hsa-miR-1248"
"17553","hsa_circ_0007675","hsa-miR-1251"
"17554","hsa_circ_0007675","hsa-miR-1289"
"17555","hsa_circ_0007675","hsa-miR-1299"
"17556","hsa_circ_0007675","hsa-miR-507"
"17557","hsa_circ_0007675","hsa-miR-548b-3p"
"17558","hsa_circ_0007675","hsa-miR-548c-3p"
"17559","hsa_circ_0007675","hsa-miR-557"
"17560","hsa_circ_0007675","hsa-miR-591"
"17561","hsa_circ_0007675","hsa-miR-605"
"17562","hsa_circ_0007675","hsa-miR-618"
"17563","hsa_circ_0007675","hsa-miR-619"
"17564","hsa_circ_0007675","hsa-miR-644"
"17565","hsa_circ_0007675","hsa-miR-767-5p"
"17566","hsa_circ_0072654","hsa-miR-1248"
"17567","hsa_circ_0072654","hsa-miR-1283"
"17568","hsa_circ_0072654","hsa-miR-136"
"17569","hsa_circ_0072654","hsa-miR-182"
"17570","hsa_circ_0072654","hsa-miR-515-5p"
"17571","hsa_circ_0072654","hsa-miR-543"
"17572","hsa_circ_0072654","hsa-miR-576-3p"
"17573","hsa_circ_0072654","hsa-miR-581"
"17574","hsa_circ_0072654","hsa-miR-599"
"17575","hsa_circ_0072654","hsa-miR-766"
"17576","hsa_circ_0072654","hsa-miR-874"
"17577","hsa_circ_0072654","hsa-miR-938"
"17578","hsa_circ_0072654","hsa-miR-942"
"17579","hsa_circ_0003858","hsa-miR-1180"
"17580","hsa_circ_0003858","hsa-miR-1307"
"17581","hsa_circ_0003858","hsa-miR-1324"
"17582","hsa_circ_0003858","hsa-miR-223"
"17583","hsa_circ_0003858","hsa-miR-31"
"17584","hsa_circ_0003858","hsa-miR-338-3p"
"17585","hsa_circ_0003858","hsa-miR-520f"
"17586","hsa_circ_0003858","hsa-miR-561"
"17587","hsa_circ_0003858","hsa-miR-574-5p"
"17588","hsa_circ_0003858","hsa-miR-582-3p"
"17589","hsa_circ_0003858","hsa-miR-610"
"17590","hsa_circ_0003858","hsa-miR-665"
"17591","hsa_circ_0003858","hsa-miR-885-5p"
"17592","hsa_circ_0003141","hsa-miR-1184"
"17593","hsa_circ_0003141","hsa-miR-1200"
"17594","hsa_circ_0003141","hsa-miR-1205"
"17595","hsa_circ_0003141","hsa-miR-1236"
"17596","hsa_circ_0003141","hsa-miR-1286"
"17597","hsa_circ_0003141","hsa-miR-1287"
"17598","hsa_circ_0003141","hsa-miR-1294"
"17599","hsa_circ_0003141","hsa-miR-1299"
"17600","hsa_circ_0003141","hsa-miR-1827"
"17601","hsa_circ_0003141","hsa-miR-188-3p"
"17602","hsa_circ_0003141","hsa-miR-370"
"17603","hsa_circ_0003141","hsa-miR-496"
"17604","hsa_circ_0003141","hsa-miR-508-3p"
"17605","hsa_circ_0003141","hsa-miR-516b"
"17606","hsa_circ_0003141","hsa-miR-548b-3p"
"17607","hsa_circ_0003141","hsa-miR-558"
"17608","hsa_circ_0003141","hsa-miR-571"
"17609","hsa_circ_0003141","hsa-miR-576-3p"
"17610","hsa_circ_0003141","hsa-miR-580"
"17611","hsa_circ_0003141","hsa-miR-589"
"17612","hsa_circ_0003141","hsa-miR-606"
"17613","hsa_circ_0003141","hsa-miR-607"
"17614","hsa_circ_0003141","hsa-miR-610"
"17615","hsa_circ_0003141","hsa-miR-646"
"17616","hsa_circ_0003141","hsa-miR-758"
"17617","hsa_circ_0003141","hsa-miR-767-5p"
"17618","hsa_circ_0058493","hsa-miR-1200"
"17619","hsa_circ_0058493","hsa-miR-1279"
"17620","hsa_circ_0058493","hsa-miR-203"
"17621","hsa_circ_0058493","hsa-miR-223"
"17622","hsa_circ_0058493","hsa-miR-330-3p"
"17623","hsa_circ_0058493","hsa-miR-335"
"17624","hsa_circ_0058493","hsa-miR-409-3p"
"17625","hsa_circ_0058493","hsa-miR-490-5p"
"17626","hsa_circ_0058493","hsa-miR-510"
"17627","hsa_circ_0058493","hsa-miR-512-5p"
"17628","hsa_circ_0058493","hsa-miR-515-5p"
"17629","hsa_circ_0058493","hsa-miR-545"
"17630","hsa_circ_0058493","hsa-miR-548b-3p"
"17631","hsa_circ_0058493","hsa-miR-580"
"17632","hsa_circ_0058493","hsa-miR-607"
"17633","hsa_circ_0058493","hsa-miR-637"
"17634","hsa_circ_0058493","hsa-miR-640"
"17635","hsa_circ_0058493","hsa-miR-653"
"17636","hsa_circ_0058493","hsa-miR-7"
"17637","hsa_circ_0058493","hsa-miR-940"
"17638","hsa_circ_0083902","hsa-miR-1200"
"17639","hsa_circ_0083902","hsa-miR-1225-5p"
"17640","hsa_circ_0083902","hsa-miR-1228"
"17641","hsa_circ_0083902","hsa-miR-1229"
"17642","hsa_circ_0083902","hsa-miR-1264"
"17643","hsa_circ_0083902","hsa-miR-1276"
"17644","hsa_circ_0083902","hsa-miR-1287"
"17645","hsa_circ_0083902","hsa-miR-1288"
"17646","hsa_circ_0083902","hsa-miR-1290"
"17647","hsa_circ_0083902","hsa-miR-1303"
"17648","hsa_circ_0083902","hsa-miR-1827"
"17649","hsa_circ_0083902","hsa-miR-197"
"17650","hsa_circ_0083902","hsa-miR-21"
"17651","hsa_circ_0083902","hsa-miR-217"
"17652","hsa_circ_0083902","hsa-miR-224"
"17653","hsa_circ_0083902","hsa-miR-31"
"17654","hsa_circ_0083902","hsa-miR-331-5p"
"17655","hsa_circ_0083902","hsa-miR-337-3p"
"17656","hsa_circ_0083902","hsa-miR-361-3p"
"17657","hsa_circ_0083902","hsa-miR-370"
"17658","hsa_circ_0083902","hsa-miR-431"
"17659","hsa_circ_0083902","hsa-miR-433"
"17660","hsa_circ_0083902","hsa-miR-485-3p"
"17661","hsa_circ_0083902","hsa-miR-515-5p"
"17662","hsa_circ_0083902","hsa-miR-518a-5p"
"17663","hsa_circ_0083902","hsa-miR-527"
"17664","hsa_circ_0083902","hsa-miR-543"
"17665","hsa_circ_0083902","hsa-miR-576-5p"
"17666","hsa_circ_0083902","hsa-miR-590-5p"
"17667","hsa_circ_0083902","hsa-miR-622"
"17668","hsa_circ_0083902","hsa-miR-624"
"17669","hsa_circ_0083902","hsa-miR-625"
"17670","hsa_circ_0083902","hsa-miR-637"
"17671","hsa_circ_0083902","hsa-miR-671-5p"
"17672","hsa_circ_0083902","hsa-miR-888"
"17673","hsa_circ_0083902","hsa-miR-890"
"17674","hsa_circ_0083902","hsa-miR-892a"
"17675","hsa_circ_0071095","hsa-miR-1279"
"17676","hsa_circ_0071095","hsa-miR-330-3p"
"17677","hsa_circ_0071095","hsa-miR-346"
"17678","hsa_circ_0071095","hsa-miR-609"
"17679","hsa_circ_0071095","hsa-miR-658"
"17680","hsa_circ_0071095","hsa-miR-767-5p"
"17681","hsa_circ_0002199","hsa-miR-1184"
"17682","hsa_circ_0002199","hsa-miR-151-3p"
"17683","hsa_circ_0002199","hsa-miR-155"
"17684","hsa_circ_0002199","hsa-miR-503"
"17685","hsa_circ_0002199","hsa-miR-549"
"17686","hsa_circ_0002199","hsa-miR-581"
"17687","hsa_circ_0002199","hsa-miR-643"
"17688","hsa_circ_0002199","hsa-miR-646"
"17689","hsa_circ_0002199","hsa-miR-653"
"17690","hsa_circ_0002199","hsa-miR-660"
"17691","hsa_circ_0005797","hsa-miR-1200"
"17692","hsa_circ_0005797","hsa-miR-1256"
"17693","hsa_circ_0005797","hsa-miR-1270"
"17694","hsa_circ_0005797","hsa-miR-1290"
"17695","hsa_circ_0005797","hsa-miR-194"
"17696","hsa_circ_0005797","hsa-miR-197"
"17697","hsa_circ_0005797","hsa-miR-224"
"17698","hsa_circ_0005797","hsa-miR-331-5p"
"17699","hsa_circ_0005797","hsa-miR-335"
"17700","hsa_circ_0005797","hsa-miR-432"
"17701","hsa_circ_0005797","hsa-miR-488"
"17702","hsa_circ_0005797","hsa-miR-548g"
"17703","hsa_circ_0005797","hsa-miR-570"
"17704","hsa_circ_0005797","hsa-miR-586"
"17705","hsa_circ_0005797","hsa-miR-618"
"17706","hsa_circ_0005797","hsa-miR-619"
"17707","hsa_circ_0005797","hsa-miR-620"
"17708","hsa_circ_0005797","hsa-miR-873"
"17709","hsa_circ_0005797","hsa-miR-888"
"17710","hsa_circ_0005797","hsa-miR-889"
"17711","hsa_circ_0005797","hsa-miR-891b"
"17712","hsa_circ_0003624","hsa-miR-1227"
"17713","hsa_circ_0003624","hsa-miR-136"
"17714","hsa_circ_0003624","hsa-miR-139-5p"
"17715","hsa_circ_0003624","hsa-miR-409-3p"
"17716","hsa_circ_0003624","hsa-miR-515-5p"
"17717","hsa_circ_0003624","hsa-miR-889"
"17718","hsa_circ_0001522","hsa-miR-1206"
"17719","hsa_circ_0001522","hsa-miR-1238"
"17720","hsa_circ_0001522","hsa-miR-1305"
"17721","hsa_circ_0001522","hsa-miR-369-5p"
"17722","hsa_circ_0001522","hsa-miR-409-3p"
"17723","hsa_circ_0001522","hsa-miR-494"
"17724","hsa_circ_0001522","hsa-miR-513a-3p"
"17725","hsa_circ_0001522","hsa-miR-515-5p"
"17726","hsa_circ_0001522","hsa-miR-543"
"17727","hsa_circ_0001522","hsa-miR-545"
"17728","hsa_circ_0001522","hsa-miR-548p"
"17729","hsa_circ_0001522","hsa-miR-555"
"17730","hsa_circ_0001522","hsa-miR-558"
"17731","hsa_circ_0001522","hsa-miR-561"
"17732","hsa_circ_0001522","hsa-miR-568"
"17733","hsa_circ_0001522","hsa-miR-579"
"17734","hsa_circ_0001522","hsa-miR-582-3p"
"17735","hsa_circ_0001522","hsa-miR-587"
"17736","hsa_circ_0001522","hsa-miR-599"
"17737","hsa_circ_0001522","hsa-miR-607"
"17738","hsa_circ_0001522","hsa-miR-618"
"17739","hsa_circ_0001522","hsa-miR-630"
"17740","hsa_circ_0018998","hsa-miR-1208"
"17741","hsa_circ_0018998","hsa-miR-1225-5p"
"17742","hsa_circ_0018998","hsa-miR-1238"
"17743","hsa_circ_0018998","hsa-miR-1243"
"17744","hsa_circ_0018998","hsa-miR-1286"
"17745","hsa_circ_0018998","hsa-miR-1288"
"17746","hsa_circ_0018998","hsa-miR-1298"
"17747","hsa_circ_0018998","hsa-miR-1299"
"17748","hsa_circ_0018998","hsa-miR-324-5p"
"17749","hsa_circ_0018998","hsa-miR-382"
"17750","hsa_circ_0018998","hsa-miR-495"
"17751","hsa_circ_0018998","hsa-miR-516b"
"17752","hsa_circ_0018998","hsa-miR-571"
"17753","hsa_circ_0018998","hsa-miR-576-5p"
"17754","hsa_circ_0018998","hsa-miR-579"
"17755","hsa_circ_0018998","hsa-miR-607"
"17756","hsa_circ_0018998","hsa-miR-609"
"17757","hsa_circ_0018998","hsa-miR-633"
"17758","hsa_circ_0018998","hsa-miR-766"
"17759","hsa_circ_0091072","hsa-miR-1178"
"17760","hsa_circ_0091072","hsa-miR-1305"
"17761","hsa_circ_0091072","hsa-miR-377"
"17762","hsa_circ_0091072","hsa-miR-586"
"17763","hsa_circ_0091072","hsa-miR-607"
"17764","hsa_circ_0091072","hsa-miR-637"
"17765","hsa_circ_0091072","hsa-miR-648"
"17766","hsa_circ_0091072","hsa-miR-653"
"17767","hsa_circ_0070562","hsa-miR-1179"
"17768","hsa_circ_0070562","hsa-miR-1183"
"17769","hsa_circ_0070562","hsa-miR-1184"
"17770","hsa_circ_0070562","hsa-miR-1205"
"17771","hsa_circ_0070562","hsa-miR-1225-3p"
"17772","hsa_circ_0070562","hsa-miR-1227"
"17773","hsa_circ_0070562","hsa-miR-1231"
"17774","hsa_circ_0070562","hsa-miR-1238"
"17775","hsa_circ_0070562","hsa-miR-1245"
"17776","hsa_circ_0070562","hsa-miR-1246"
"17777","hsa_circ_0070562","hsa-miR-1248"
"17778","hsa_circ_0070562","hsa-miR-1252"
"17779","hsa_circ_0070562","hsa-miR-1256"
"17780","hsa_circ_0070562","hsa-miR-1261"
"17781","hsa_circ_0070562","hsa-miR-1263"
"17782","hsa_circ_0070562","hsa-miR-1265"
"17783","hsa_circ_0070562","hsa-miR-1270"
"17784","hsa_circ_0070562","hsa-miR-127-5p"
"17785","hsa_circ_0070562","hsa-miR-1279"
"17786","hsa_circ_0070562","hsa-miR-1286"
"17787","hsa_circ_0070562","hsa-miR-1287"
"17788","hsa_circ_0070562","hsa-miR-1288"
"17789","hsa_circ_0070562","hsa-miR-1290"
"17790","hsa_circ_0070562","hsa-miR-1294"
"17791","hsa_circ_0070562","hsa-miR-1299"
"17792","hsa_circ_0070562","hsa-miR-1304"
"17793","hsa_circ_0070562","hsa-miR-1305"
"17794","hsa_circ_0070562","hsa-miR-1322"
"17795","hsa_circ_0070562","hsa-miR-136"
"17796","hsa_circ_0070562","hsa-miR-145"
"17797","hsa_circ_0070562","hsa-miR-146b-3p"
"17798","hsa_circ_0070562","hsa-miR-147b"
"17799","hsa_circ_0070562","hsa-miR-149"
"17800","hsa_circ_0070562","hsa-miR-1825"
"17801","hsa_circ_0070562","hsa-miR-1827"
"17802","hsa_circ_0070562","hsa-miR-183"
"17803","hsa_circ_0070562","hsa-miR-186"
"17804","hsa_circ_0070562","hsa-miR-197"
"17805","hsa_circ_0070562","hsa-miR-210"
"17806","hsa_circ_0070562","hsa-miR-217"
"17807","hsa_circ_0070562","hsa-miR-31"
"17808","hsa_circ_0070562","hsa-miR-324-5p"
"17809","hsa_circ_0070562","hsa-miR-326"
"17810","hsa_circ_0070562","hsa-miR-330-5p"
"17811","hsa_circ_0070562","hsa-miR-361-3p"
"17812","hsa_circ_0070562","hsa-miR-370"
"17813","hsa_circ_0070562","hsa-miR-377"
"17814","hsa_circ_0070562","hsa-miR-382"
"17815","hsa_circ_0070562","hsa-miR-421"
"17816","hsa_circ_0070562","hsa-miR-450b-3p"
"17817","hsa_circ_0070562","hsa-miR-485-3p"
"17818","hsa_circ_0070562","hsa-miR-488"
"17819","hsa_circ_0070562","hsa-miR-496"
"17820","hsa_circ_0070562","hsa-miR-507"
"17821","hsa_circ_0070562","hsa-miR-513a-3p"
"17822","hsa_circ_0070562","hsa-miR-513a-5p"
"17823","hsa_circ_0070562","hsa-miR-515-3p"
"17824","hsa_circ_0070562","hsa-miR-515-5p"
"17825","hsa_circ_0070562","hsa-miR-516b"
"17826","hsa_circ_0070562","hsa-miR-518a-5p"
"17827","hsa_circ_0070562","hsa-miR-519e"
"17828","hsa_circ_0070562","hsa-miR-520f"
"17829","hsa_circ_0070562","hsa-miR-526b"
"17830","hsa_circ_0070562","hsa-miR-527"
"17831","hsa_circ_0070562","hsa-miR-543"
"17832","hsa_circ_0070562","hsa-miR-548g"
"17833","hsa_circ_0070562","hsa-miR-549"
"17834","hsa_circ_0070562","hsa-miR-554"
"17835","hsa_circ_0070562","hsa-miR-556-5p"
"17836","hsa_circ_0070562","hsa-miR-557"
"17837","hsa_circ_0070562","hsa-miR-558"
"17838","hsa_circ_0070562","hsa-miR-567"
"17839","hsa_circ_0070562","hsa-miR-569"
"17840","hsa_circ_0070562","hsa-miR-570"
"17841","hsa_circ_0070562","hsa-miR-572"
"17842","hsa_circ_0070562","hsa-miR-574-5p"
"17843","hsa_circ_0070562","hsa-miR-576-3p"
"17844","hsa_circ_0070562","hsa-miR-578"
"17845","hsa_circ_0070562","hsa-miR-579"
"17846","hsa_circ_0070562","hsa-miR-580"
"17847","hsa_circ_0070562","hsa-miR-581"
"17848","hsa_circ_0070562","hsa-miR-582-3p"
"17849","hsa_circ_0070562","hsa-miR-584"
"17850","hsa_circ_0070562","hsa-miR-587"
"17851","hsa_circ_0070562","hsa-miR-589"
"17852","hsa_circ_0070562","hsa-miR-593"
"17853","hsa_circ_0070562","hsa-miR-609"
"17854","hsa_circ_0070562","hsa-miR-616"
"17855","hsa_circ_0070562","hsa-miR-619"
"17856","hsa_circ_0070562","hsa-miR-620"
"17857","hsa_circ_0070562","hsa-miR-622"
"17858","hsa_circ_0070562","hsa-miR-623"
"17859","hsa_circ_0070562","hsa-miR-628-3p"
"17860","hsa_circ_0070562","hsa-miR-635"
"17861","hsa_circ_0070562","hsa-miR-637"
"17862","hsa_circ_0070562","hsa-miR-638"
"17863","hsa_circ_0070562","hsa-miR-644"
"17864","hsa_circ_0070562","hsa-miR-646"
"17865","hsa_circ_0070562","hsa-miR-649"
"17866","hsa_circ_0070562","hsa-miR-653"
"17867","hsa_circ_0070562","hsa-miR-657"
"17868","hsa_circ_0070562","hsa-miR-659"
"17869","hsa_circ_0070562","hsa-miR-665"
"17870","hsa_circ_0070562","hsa-miR-7"
"17871","hsa_circ_0070562","hsa-miR-758"
"17872","hsa_circ_0070562","hsa-miR-766"
"17873","hsa_circ_0070562","hsa-miR-767-3p"
"17874","hsa_circ_0070562","hsa-miR-767-5p"
"17875","hsa_circ_0070562","hsa-miR-769-3p"
"17876","hsa_circ_0070562","hsa-miR-873"
"17877","hsa_circ_0070562","hsa-miR-874"
"17878","hsa_circ_0070562","hsa-miR-876-3p"
"17879","hsa_circ_0070562","hsa-miR-877"
"17880","hsa_circ_0070562","hsa-miR-885-5p"
"17881","hsa_circ_0070562","hsa-miR-888"
"17882","hsa_circ_0070562","hsa-miR-890"
"17883","hsa_circ_0070562","hsa-miR-892b"
"17884","hsa_circ_0070562","hsa-miR-921"
"17885","hsa_circ_0070562","hsa-miR-924"
"17886","hsa_circ_0070562","hsa-miR-938"
"17887","hsa_circ_0070562","hsa-miR-942"
"17888","hsa_circ_0070562","hsa-miR-944"
"17889","hsa_circ_0000298","hsa-miR-1184"
